,Wavelength (nm),GE 200 W Clear,GE Wattmiser 52 W frosted,Spot 60 W,GE Reveal 3 Way
1026,1375,0.249002,0.0380306,0.0468539,0.0935029
1027,1376,0.248709,0.0379887,0.0468285,0.0934408
1028,1377,0.248444,0.0379316,0.046838,0.0933897
1029,1378,0.248252,0.0378755,0.0468317,0.0933397
1030,1379,0.248064,0.0378242,0.0468157,0.0933105
1031,1380,0.247813,0.0377849,0.0467992,0.0932986
1032,1381,0.247533,0.0377492,0.0467741,0.0932625
1033,1382,0.247237,0.0377076,0.0467418,0.0931914
1034,1383,0.246846,0.0376579,0.0467053,0.0931022
1035,1384,0.24636,0.0375929,0.0466692,0.09298
1036,1385,0.24587,0.0375237,0.0466078,0.092827
1037,1386,0.245394,0.0374717,0.0465497,0.0926839
1038,1387,0.244882,0.0374294,0.0465038,0.0925477
1039,1388,0.244323,0.0373701,0.046441,0.0923984
1040,1389,0.2438,0.0373022,0.0463645,0.0922414
1041,1390,0.243346,0.0372537,0.0462939,0.0920745
1042,1391,0.24287,0.0372042,0.0462423,0.0919216
1043,1392,0.242413,0.0371442,0.0461924,0.0917934
1044,1393,0.242073,0.0371027,0.0461607,0.0916819
1045,1394,0.241715,0.0370641,0.0461291,0.0915955
1046,1395,0.241267,0.0370057,0.046088,0.0914956
1047,1396,0.240867,0.0369465,0.0460475,0.0913872
1048,1397,0.240535,0.0368989,0.0460098,0.091271
1049,1398,0.240151,0.0368572,0.0459578,0.0911477
1050,1399,0.239732,0.0368152,0.0459079,0.0910328
1051,1400,0.239312,0.0367666,0.0458678,0.0909168
1052,1401,0.238895,0.036732,0.0458131,0.0907897
1053,1402,0.23844,0.0366849,0.0457372,0.0906632
1054,1403,0.237942,0.0366142,0.0456881,0.0905143
1055,1404,0.237473,0.0365563,0.0456435,0.090352
1056,1405,0.237031,0.0365054,0.0455856,0.0902111
1057,1406,0.236535,0.0364575,0.0455207,0.0900713
1058,1407,0.235999,0.0364123,0.0454541,0.0899319
1059,1408,0.235479,0.036365,0.0453921,0.0897937
1060,1409,0.234961,0.036319,0.0453076,0.0896242
1061,1410,0.234419,0.036264,0.0452391,0.0894474
1062,1411,0.233901,0.0362042,0.0451944,0.0892908
1063,1412,0.233448,0.0361543,0.0451236,0.0891282
1064,1413,0.232976,0.036104,0.0450609,0.0889693
1065,1414,0.232483,0.0360505,0.0450208,0.0888258
1066,1415,0.232046,0.0359951,0.0449647,0.0886804
1067,1416,0.231618,0.0359387,0.0449054,0.0885359
1068,1417,0.231188,0.0358981,0.0448555,0.0883905
1069,1418,0.230805,0.0358633,0.0448013,0.0882574
1070,1419,0.230416,0.0358302,0.044731,0.0881388
1071,1420,0.230007,0.0358047,0.0446768,0.0880247
1072,1421,0.229626,0.0357694,0.0446545,0.0879166
1073,1422,0.229241,0.0357346,0.0445952,0.087801
1074,1423,0.228842,0.0356969,0.0445288,0.087671
1075,1424,0.22848,0.0356498,0.0444975,0.0875616
1076,1425,0.228132,0.0356093,0.044441,0.0874638
1077,1426,0.227792,0.0355687,0.0443834,0.0873594
1078,1427,0.227481,0.0355331,0.0443551,0.0872672
1079,1428,0.227152,0.0355009,0.0443254,0.0871779
1080,1429,0.226811,0.0354702,0.0442946,0.0870855
1081,1430,0.226493,0.0354465,0.044254,0.0870025
1082,1431,0.226178,0.0354103,0.0442232,0.086942
1083,1432,0.225826,0.0353651,0.0441909,0.0868609
1084,1433,0.225483,0.0353238,0.0441324,0.0867545
1085,1434,0.225164,0.0352848,0.0440982,0.0866746
1086,1435,0.224845,0.0352501,0.044099,0.0866165
1087,1436,0.224547,0.0352119,0.0440616,0.0865351
1088,1437,0.224218,0.0351685,0.044004,0.0864523
1089,1438,0.223865,0.0351292,0.0439632,0.0863709
1090,1439,0.223535,0.0350938,0.0439305,0.0862807
1091,1440,0.223189,0.0350645,0.0438904,0.0861889
1092,1441,0.22286,0.0350325,0.0438453,0.0861134
1093,1442,0.22258,0.0350064,0.0438005,0.0860351
1094,1443,0.222265,0.0349665,0.0437482,0.085942
1095,1444,0.221912,0.0349135,0.0436929,0.0858482
1096,1445,0.221602,0.0348752,0.0436509,0.0857566
1097,1446,0.221313,0.0348412,0.0436269,0.0856685
1098,1447,0.220991,0.0348011,0.043594,0.0855796
1099,1448,0.220672,0.0347637,0.0435222,0.0854846
1100,1449,0.220341,0.0347247,0.0434454,0.0853818
1101,1450,0.219975,0.0346799,0.0434042,0.0852708
1102,1451,0.219638,0.0346362,0.0433793,0.0851761
1103,1452,0.219307,0.0345945,0.0433512,0.0850939
1104,1453,0.218998,0.0345551,0.0433395,0.0849999
1105,1454,0.218699,0.0345157,0.0432996,0.084906
1106,1455,0.218361,0.034479,0.043223,0.0848343
1107,1456,0.218004,0.0344369,0.0431737,0.0847624
1108,1457,0.217667,0.0343937,0.0431278,0.08466
1109,1458,0.217324,0.0343461,0.0430745,0.0845638
1110,1459,0.217002,0.0343069,0.0430416,0.0844793
1111,1460,0.216714,0.0342769,0.0430212,0.0843718
1112,1461,0.216453,0.0342399,0.0429883,0.0842738
1113,1462,0.216179,0.0342022,0.0429481,0.084207
1114,1463,0.215856,0.0341622,0.042904,0.0841298
1115,1464,0.215551,0.0341201,0.0428475,0.084032
1116,1465,0.215261,0.0340753,0.042803,0.0839395
1117,1466,0.214982,0.0340337,0.0427766,0.0838621
1118,1467,0.214709,0.0339879,0.0427409,0.0837993
1119,1468,0.214406,0.0339376,0.0426922,0.0837206
1120,1469,0.214109,0.0339106,0.0426619,0.0836207
1121,1470,0.213827,0.0338799,0.0426233,0.083529
1122,1471,0.213567,0.0338318,0.0425781,0.0834453
1123,1472,0.213306,0.0337955,0.042536,0.0833596
1124,1473,0.213018,0.0337577,0.0425012,0.0832661
1125,1474,0.212711,0.0337006,0.0424531,0.083179
1126,1475,0.212409,0.0336488,0.0424092,0.0830929
1127,1476,0.212111,0.033617,0.0423809,0.0829951
1128,1477,0.211826,0.0335826,0.0423413,0.0828956
1129,1478,0.21154,0.0335286,0.0422933,0.0828011
1130,1479,0.21124,0.0334845,0.0422549,0.0827193
1131,1480,0.210959,0.033455,0.042213,0.0826297
1132,1481,0.210701,0.0334153,0.0421779,0.0825422
1133,1482,0.210411,0.0333705,0.0421524,0.0824775
1134,1483,0.210097,0.0333321,0.042107,0.0823912
1135,1484,0.209817,0.0332925,0.0420549,0.0822856
1136,1485,0.209534,0.0332352,0.0420116,0.082187
1137,1486,0.209227,0.033183,0.041967,0.0821055
1138,1487,0.208943,0.0331527,0.0419184,0.0820215
1139,1488,0.208687,0.0331165,0.0418766,0.0819266
1140,1489,0.208415,0.0330707,0.0418519,0.0818277
1141,1490,0.208109,0.0330228,0.0418319,0.0817268
1142,1491,0.207828,0.0329766,0.0418,0.0816526
1143,1492,0.207548,0.0329345,0.0417643,0.081588
1144,1493,0.207244,0.0328868,0.0417325,0.0815133
1145,1494,0.206943,0.0328397,0.041691,0.081434
1146,1495,0.206665,0.0328084,0.0416527,0.0813463
1147,1496,0.206381,0.0327643,0.0416173,0.0812492
1148,1497,0.206092,0.0327062,0.041569,0.0811481
1149,1498,0.205795,0.032658,0.0415127,0.0810573
1150,1499,0.2055,0.0326124,0.0414661,0.0809673
1151,1500,0.205199,0.0325657,0.0414282,0.0808754
1152,1501,0.204883,0.0325227,0.04139,0.0807972
1153,1502,0.204579,0.0324748,0.0413529,0.0807235
1154,1503,0.20428,0.032424,0.0413043,0.0806417
1155,1504,0.203994,0.0323764,0.0412586,0.0805471
1156,1505,0.203709,0.032327,0.0412362,0.0804627
1157,1506,0.20342,0.0322776,0.0412096,0.0803773
1158,1507,0.203137,0.0322279,0.0411657,0.080278
1159,1508,0.202845,0.0321795,0.0411274,0.0801972
1160,1509,0.20253,0.0321256,0.0410989,0.0801047
1161,1510,0.202253,0.0320791,0.0410793,0.0800159
1162,1511,0.201998,0.0320436,0.0410507,0.0799518
1163,1512,0.201717,0.0319996,0.041025,0.0798744
1164,1513,0.201464,0.0319551,0.0410071,0.0798019
1165,1514,0.201192,0.0319144,0.0409613,0.0797252
1166,1515,0.200887,0.0318718,0.0409248,0.0796305
1167,1516,0.200591,0.0318254,0.0408955,0.0795418
1168,1517,0.200344,0.0317825,0.0408385,0.0794443
1169,1518,0.200081,0.0317412,0.0407856,0.0793466
1170,1519,0.199787,0.0316961,0.0407413,0.0792551
1171,1520,0.199514,0.0316499,0.0407062,0.0791679
1172,1521,0.199251,0.0316052,0.0406807,0.0790993
1173,1522,0.198968,0.0315616,0.0406292,0.0790106
1174,1523,0.198692,0.0315176,0.0405733,0.0789029
1175,1524,0.198431,0.0314675,0.0405482,0.0788076
1176,1525,0.198146,0.031418,0.0405204,0.0787119
1177,1526,0.197835,0.0313722,0.0404956,0.0786184
1178,1527,0.197524,0.0313296,0.0404661,0.0785276
1179,1528,0.197249,0.0312911,0.040411,0.0784367
1180,1529,0.196992,0.0312471,0.04036,0.0783459
1181,1530,0.19671,0.0312034,0.0403147,0.0782592
1182,1531,0.196395,0.0311603,0.040275,0.0781752
1183,1532,0.196085,0.0311137,0.0402569,0.0780946
1184,1533,0.195803,0.0310737,0.0402472,0.078007
1185,1534,0.195535,0.0310373,0.0402014,0.0778975
1186,1535,0.195259,0.0309894,0.0401394,0.0777856
1187,1536,0.194984,0.0309397,0.0401037,0.0776897
1188,1537,0.194696,0.0309019,0.0400611,0.077601
1189,1538,0.194407,0.0308705,0.0400142,0.0774954
1190,1539,0.19413,0.0308335,0.0399906,0.0773908
1191,1540,0.193845,0.0307944,0.0399673,0.0772962
1192,1541,0.193585,0.0307682,0.0399331,0.0771976
1193,1542,0.193328,0.0307356,0.0398998,0.0770949
1194,1543,0.193028,0.0306826,0.0398807,0.0770014
1195,1544,0.192747,0.0306395,0.0398475,0.0768956
1196,1545,0.192484,0.0306127,0.0397968,0.0767719
1197,1546,0.192195,0.0305862,0.0397465,0.076653
1198,1547,0.191912,0.0305594,0.039689,0.0765329
1199,1548,0.191648,0.0305263,0.0396557,0.076434
1200,1549,0.191406,0.0304879,0.039637,0.0763399
1201,1550,0.191137,0.0304496,0.0396105,0.0762302
1202,1551,0.190838,0.030411,0.0395692,0.0761269
1203,1552,0.190554,0.0303792,0.0395316,0.0760236
1204,1553,0.190269,0.0303546,0.0394855,0.0759134
1205,1554,0.189984,0.0303186,0.0394367,0.0758068
1206,1555,0.189716,0.0302813,0.0394088,0.0756955
1207,1556,0.189451,0.0302574,0.0393789,0.0755813
1208,1557,0.189165,0.0302218,0.0393398,0.0754742
1209,1558,0.1889,0.0301855,0.0392972,0.0753691
1210,1559,0.188672,0.0301682,0.0392532,0.0752648
1211,1560,0.188439,0.0301454,0.039227,0.0751581
1212,1561,0.188185,0.0301093,0.0392051,0.0750361
1213,1562,0.187932,0.0300749,0.0391629,0.074903
1214,1563,0.187658,0.030042,0.039125,0.0747663
1215,1564,0.187374,0.0300149,0.0390924,0.0746479
1216,1565,0.187118,0.0299951,0.0390433,0.074545
1217,1566,0.186841,0.0299623,0.0389995,0.0744313
1218,1567,0.186569,0.0299204,0.0389681,0.0743056
1219,1568,0.186339,0.0298888,0.038929,0.0741741
1220,1569,0.186098,0.0298591,0.0388803,0.0740423
1221,1570,0.185854,0.0298282,0.03884,0.0739237
1222,1571,0.185597,0.0298056,0.0387969,0.073827
1223,1572,0.185295,0.0297753,0.0387519,0.0737227
1224,1573,0.185027,0.0297384,0.0387147,0.0736006
1225,1574,0.1848,0.0297106,0.0386696,0.0734791
1226,1575,0.184538,0.0296806,0.038623,0.0733559
1227,1576,0.184255,0.0296422,0.038588,0.0732314
1228,1577,0.183963,0.0296022,0.0385682,0.0731268
1229,1578,0.183654,0.0295654,0.0385395,0.0730372
1230,1579,0.183345,0.0295354,0.0384925,0.0729324
1231,1580,0.183071,0.0295086,0.038435,0.0728291
1232,1581,0.182842,0.0294801,0.0383675,0.072736
1233,1582,0.182577,0.0294437,0.0383151,0.072616
1234,1583,0.182282,0.0294015,0.0382763,0.0724888
1235,1584,0.182034,0.0293651,0.0382308,0.0723955
1236,1585,0.181776,0.0293306,0.0381982,0.0723057
1237,1586,0.181511,0.0292936,0.0381716,0.0722056
1238,1587,0.181268,0.0292637,0.0381484,0.0721226
1239,1588,0.181023,0.0292396,0.0381502,0.0720531
1240,1589,0.180789,0.0292088,0.0381089,0.0719744
1241,1590,0.180547,0.0291795,0.0380345,0.0718861
1242,1591,0.180297,0.029151,0.0379906,0.0718113
1243,1592,0.180055,0.0291144,0.0379419,0.0717356
1244,1593,0.179791,0.029084,0.037896,0.0716561
1245,1594,0.179523,0.0290525,0.0378847,0.0715942
1246,1595,0.179257,0.0290101,0.0378639,0.0715133
1247,1596,0.178992,0.0289656,0.0378166,0.0714051
1248,1597,0.178726,0.0289175,0.0377837,0.0713047
1249,1598,0.178445,0.0288819,0.0377446,0.0712221
1250,1599,0.178152,0.0288538,0.0376875,0.071137
1251,1600,0.17788,0.0288121,0.0376335,0.0710625
1252,1601,0.177618,0.0287675,0.0375798,0.071009
1253,1602,0.177343,0.0287302,0.0375268,0.0709356
1254,1603,0.177085,0.0286932,0.0374758,0.0708582
1255,1604,0.176819,0.0286488,0.0374406,0.0707923
1256,1605,0.176545,0.0286069,0.0374106,0.0707142
1257,1606,0.176284,0.028573,0.0373641,0.0706311
1258,1607,0.176006,0.0285441,0.0373362,0.0705617
1259,1608,0.175737,0.0285146,0.0373251,0.0704986
1260,1609,0.175479,0.0284765,0.037288,0.0704342
1261,1610,0.175212,0.0284289,0.0372593,0.0703714
1262,1611,0.174964,0.028375,0.0372313,0.0703
1263,1612,0.174709,0.0283335,0.0371857,0.0702425
1264,1613,0.174442,0.0283089,0.0371516,0.0701971
1265,1614,0.174191,0.0282778,0.0371118,0.0701381
1266,1615,0.173919,0.0282273,0.0370786,0.0700706
1267,1616,0.17364,0.0281756,0.0370383,0.0700014
1268,1617,0.173369,0.0281372,0.0369753,0.0699276
1269,1618,0.173095,0.0280998,0.0369334,0.0698509
1270,1619,0.172836,0.0280616,0.0368921,0.0697866
1271,1620,0.172581,0.0280237,0.03684,0.0697314
1272,1621,0.172326,0.0279767,0.0367954,0.0696627
1273,1622,0.172072,0.027937,0.0367467,0.0695898
1274,1623,0.171804,0.0279021,0.0367086,0.069528
1275,1624,0.171544,0.0278657,0.0366796,0.0694653
1276,1625,0.17131,0.0278328,0.0366317,0.0693991
1277,1626,0.171072,0.0277888,0.0365865,0.069346
1278,1627,0.170802,0.0277477,0.0365467,0.0692821
1279,1628,0.170537,0.0277156,0.0364755,0.0691835
1280,1629,0.170309,0.0276797,0.0364125,0.0690952
1281,1630,0.170048,0.0276392,0.0363972,0.0690254
1282,1631,0.169765,0.0275942,0.0363737,0.0689511
1283,1632,0.169519,0.0275539,0.0363293,0.0688909
1284,1633,0.169252,0.0275164,0.0362978,0.0688314
1285,1634,0.168982,0.0274703,0.0362492,0.0687494
1286,1635,0.168746,0.0274225,0.0361801,0.0686721
1287,1636,0.168495,0.027379,0.0361308,0.068606
1288,1637,0.168215,0.0273308,0.0360926,0.0685391
1289,1638,0.167934,0.0272917,0.0360481,0.0684769
1290,1639,0.167665,0.0272628,0.0360054,0.0684124
1291,1640,0.167412,0.0272153,0.03597,0.0683545
1292,1641,0.167142,0.0271596,0.0359482,0.0682847
1293,1642,0.16688,0.027121,0.0359354,0.0682014
1294,1643,0.166611,0.0270827,0.035913,0.0681429
1295,1644,0.166302,0.0270276,0.0358775,0.0680903
1296,1645,0.165985,0.0269713,0.0358216,0.0680223
1297,1646,0.165688,0.0269263,0.0357653,0.0679508
1298,1647,0.165389,0.0268808,0.0357387,0.06788
1299,1648,0.165079,0.026835,0.0357057,0.0678098
1300,1649,0.164766,0.0267858,0.0356644,0.0677376
1301,1650,0.164436,0.0267235,0.0356353,0.0676788
1302,1651,0.1641,0.02666,0.0355847,0.0676274
1303,1652,0.163781,0.0266057,0.0355329,0.0675478
1304,1653,0.163481,0.0265682,0.0355158,0.0674738
1305,1654,0.163155,0.0265221,0.0354758,0.0674218
1306,1655,0.16279,0.0264554,0.0353991,0.0673402
1307,1656,0.16246,0.0264,0.0353564,0.0672607
1308,1657,0.162162,0.0263506,0.0353339,0.0672031
1309,1658,0.161849,0.0263006,0.0352994,0.0671229
1310,1659,0.161558,0.0262564,0.0352843,0.0670469
1311,1660,0.16126,0.0262095,0.0352525,0.0669681
1312,1661,0.16094,0.0261691,0.0351923,0.0668823
1313,1662,0.160654,0.0261311,0.0351785,0.0668214
1314,1663,0.160395,0.0260836,0.0351663,0.0667596
1315,1664,0.160133,0.0260393,0.0351182,0.0666866
1316,1665,0.159839,0.0259917,0.0350912,0.0666142
1317,1666,0.159543,0.0259372,0.0350299,0.066532
1318,1667,0.159271,0.0258973,0.0349484,0.0664546
1319,1668,0.159005,0.0258612,0.0349173,0.0664041
1320,1669,0.158739,0.0258149,0.034878,0.0663271
1321,1670,0.158439,0.0257647,0.0348336,0.0662335
1322,1671,0.15817,0.0257225,0.0348078,0.066167
1323,1672,0.157935,0.0256924,0.0347744,0.0660968
1324,1673,0.157696,0.0256576,0.0347396,0.066026
1325,1674,0.157475,0.0256176,0.0346956,0.0659682
1326,1675,0.157226,0.0255827,0.0346554,0.0659015
1327,1676,0.156939,0.025554,0.0346314,0.0658231
1328,1677,0.156699,0.0255175,0.0345852,0.0657493
1329,1678,0.156477,0.0254736,0.0345386,0.0656751
1330,1679,0.156252,0.0254425,0.0345106,0.0656059
1331,1680,0.156049,0.025415,0.0344723,0.0655279
1332,1681,0.155829,0.0253803,0.0344426,0.0654455
1333,1682,0.155578,0.0253499,0.0344063,0.0653796
1334,1683,0.155357,0.025326,0.0343406,0.0652968
1335,1684,0.155162,0.0252975,0.0342955,0.0651936
1336,1685,0.154928,0.0252572,0.034257,0.0651191
1337,1686,0.154713,0.0252368,0.0342308,0.065079
1338,1687,0.154495,0.0252117,0.0341923,0.0650044
1339,1688,0.154267,0.0251712,0.0341461,0.0649157
1340,1689,0.154065,0.0251464,0.0341032,0.064844
1341,1690,0.153875,0.0251214,0.0340589,0.0647688
1342,1691,0.153663,0.0250766,0.0340271,0.0646948
1343,1692,0.153459,0.0250473,0.0339897,0.0646263
1344,1693,0.153265,0.0250274,0.0339679,0.0645582
1345,1694,0.15305,0.0249912,0.0339838,0.0644916
1346,1695,0.152824,0.0249549,0.0339524,0.064421
1347,1696,0.152602,0.02493,0.0339047,0.0643566
1348,1697,0.152401,0.0249027,0.0338677,0.0642886
1349,1698,0.15218,0.0248701,0.0337991,0.064207
1350,1699,0.151941,0.0248451,0.0337459,0.0641315
1351,1700,0.151711,0.0248168,0.0337096,0.0640569
1352,1701,0.15146,0.0247876,0.033666,0.0639655
1353,1702,0.151202,0.0247595,0.0336205,0.0638866
1354,1703,0.150968,0.0247268,0.0335785,0.0638086
1355,1704,0.15073,0.0246976,0.0335547,0.063745
1356,1705,0.15047,0.0246644,0.0335319,0.063683
1357,1706,0.150201,0.0246216,0.0334984,0.0636151
1358,1707,0.149955,0.0245835,0.0334514,0.0635511
1359,1708,0.149714,0.0245482,0.033398,0.0634703
1360,1709,0.149467,0.0245036,0.0333696,0.0633878
1361,1710,0.149216,0.0244596,0.0333436,0.0633117
1362,1711,0.148967,0.0244277,0.0333016,0.0632296
1363,1712,0.148738,0.0243985,0.0332648,0.0631631
1364,1713,0.148518,0.0243744,0.0332244,0.0630965
1365,1714,0.148306,0.0243592,0.0331847,0.0630326
1366,1715,0.148085,0.0243281,0.033145,0.0629578
1367,1716,0.147861,0.0242872,0.0331131,0.0628509
1368,1717,0.147643,0.0242552,0.0330659,0.0627625
1369,1718,0.147434,0.0242241,0.0329907,0.0626885
1370,1719,0.14724,0.0242017,0.0329636,0.0626052
1371,1720,0.147023,0.0241825,0.0329603,0.0625253
1372,1721,0.14681,0.0241537,0.0329147,0.0624425
1373,1722,0.146613,0.0241257,0.0328591,0.0623489
1374,1723,0.146412,0.0241086,0.0328345,0.0622762
1375,1724,0.146219,0.0240828,0.0328079,0.0622315
1376,1725,0.146018,0.0240472,0.0327666,0.0621693
1377,1726,0.145828,0.0240174,0.0327422,0.0620919
1378,1727,0.145681,0.0239889,0.0326966,0.0620272
1379,1728,0.145499,0.0239628,0.0326421,0.0619541
1380,1729,0.14529,0.0239444,0.0326245,0.0618922
1381,1730,0.145098,0.0239179,0.0326118,0.0618364
1382,1731,0.144902,0.0238845,0.0325851,0.0617552
1383,1732,0.144708,0.0238552,0.0325258,0.0616828
1384,1733,0.144516,0.0238216,0.0324578,0.0616326
1385,1734,0.14434,0.0237934,0.0324017,0.0615749
1386,1735,0.144161,0.0237771,0.0323504,0.061528
1387,1736,0.143998,0.0237514,0.0323218,0.0614893
1388,1737,0.143882,0.0237138,0.032287,0.0614015
1389,1738,0.143718,0.0236921,0.0322388,0.0612967
1390,1739,0.143539,0.0236839,0.0322085,0.0612293
1391,1740,0.143341,0.0236517,0.0321732,0.0611638
1392,1741,0.143088,0.0236147,0.0321256,0.0610925
1393,1742,0.142897,0.0235875,0.0320961,0.061047
1394,1743,0.14275,0.023541,0.0320706,0.0610064
1395,1744,0.142572,0.0235118,0.0320271,0.0609369
1396,1745,0.142393,0.0235158,0.0319872,0.0608619
1397,1746,0.142223,0.0234925,0.031973,0.0608006
1398,1747,0.142023,0.0234503,0.031914,0.0607174
1399,1748,0.141833,0.0234182,0.0318707,0.0606369
1400,1749,0.141692,0.0233941,0.0318498,0.0605889
1401,1750,0.141542,0.0233732,0.0318055,0.0605209
1402,1751,0.14137,0.0233562,0.0317614,0.0604186
1403,1752,0.141194,0.0233361,0.031728,0.0603576
1404,1753,0.141021,0.0233017,0.0316815,0.06033
1405,1754,0.140869,0.0232756,0.0316336,0.0602658
1406,1755,0.140711,0.0232631,0.031582,0.0601952
1407,1756,0.14055,0.0232383,0.0315434,0.0601349
1408,1757,0.140432,0.0232127,0.031516,0.0600529
1409,1758,0.140268,0.0231884,0.0314816,0.0599792
1410,1759,0.140059,0.0231476,0.0314609,0.0599369
1411,1760,0.13995,0.0231313,0.031424,0.0598733
1412,1761,0.139799,0.0231125,0.0313595,0.0597885
1413,1762,0.139619,0.0230889,0.0313445,0.0597257
1414,1763,0.139463,0.0230626,0.0313211,0.0596492
1415,1764,0.139301,0.0230322,0.0312848,0.0595837
1416,1765,0.139148,0.0230109,0.0312496,0.0595306
1417,1766,0.139031,0.022996,0.0311996,0.0594832
1418,1767,0.138873,0.0229703,0.0311559,0.0594351
1419,1768,0.138662,0.0229445,0.0311376,0.0593675
1420,1769,0.138503,0.0229222,0.0310989,0.059288
1421,1770,0.138359,0.0228916,0.0310429,0.059216
1422,1771,0.138214,0.022864,0.0310015,0.0591398
1423,1772,0.138121,0.0228476,0.0309598,0.0590592
1424,1773,0.137973,0.0228259,0.0309309,0.0589998
1425,1774,0.137767,0.0227929,0.0308975,0.0589441
1426,1775,0.137615,0.0227676,0.0308379,0.0588697
1427,1776,0.137484,0.0227545,0.0307851,0.0588024
1428,1777,0.137334,0.0227253,0.0307584,0.0587537
1429,1778,0.137207,0.0226838,0.0307341,0.0586992
1430,1779,0.137055,0.0226597,0.0307014,0.0586466
1431,1780,0.136872,0.0226402,0.0306649,0.0585895
1432,1781,0.1367,0.022611,0.0305995,0.0585081
1433,1782,0.136519,0.0225866,0.0305599,0.0584388
1434,1783,0.136382,0.0225608,0.0305501,0.0583721
1435,1784,0.136273,0.0225216,0.030508,0.0583098
1436,1785,0.136094,0.0225147,0.0304731,0.0582784
1437,1786,0.135981,0.0225051,0.0304583,0.0582481
1438,1787,0.135855,0.0224694,0.0304212,0.0581914
1439,1788,0.135671,0.022436,0.0303907,0.0581093
1440,1789,0.135575,0.0224007,0.0303545,0.0580413
1441,1790,0.135434,0.0223704,0.0302725,0.0579355
1442,1791,0.135217,0.0223573,0.0302154,0.0578509
1443,1792,0.135046,0.0223403,0.0301804,0.0577951
1444,1793,0.134893,0.0223257,0.0301505,0.0577523
1445,1794,0.13473,0.0223002,0.0301276,0.0577194
1446,1795,0.134597,0.0222676,0.0300892,0.0576718
1447,1796,0.13444,0.0222375,0.0300424,0.0576337
1448,1797,0.134234,0.0221881,0.030016,0.0575854
1449,1798,0.13408,0.0221629,0.0299997,0.057509
1450,1799,0.133961,0.0221692,0.0299778,0.0574625
1451,1800,0.133823,0.0221484,0.029975,0.0574564
1452,1801,0.133704,0.0221198,0.0300226,0.0575073
1453,1802,0.133577,0.0220982,0.0299825,0.0574507
1454,1803,0.133427,0.0220595,0.0299573,0.0574085
1455,1804,0.133289,0.0220364,0.0299332,0.0573186
1456,1805,0.133163,0.0220373,0.0299527,0.0572178
1457,1806,0.133036,0.0220185,0.0299019,0.0571064
1458,1807,0.132892,0.0219902,0.0298208,0.0569478
1459,1808,0.132778,0.0219656,0.0297219,0.0567955
1460,1809,0.132704,0.021935,0.0296443,0.0567367
1461,1810,0.132582,0.0219151,0.0295747,0.0567004
1462,1811,0.132441,0.0219022,0.0295697,0.056645
1463,1812,0.132336,0.0218845,0.0295923,0.056587
1464,1813,0.132211,0.0218676,0.0295682,0.0565361
1465,1814,0.132134,0.0218573,0.0295142,0.056452
1466,1815,0.132118,0.0218509,0.0294866,0.0564064
1467,1816,0.132031,0.0218278,0.0294456,0.0563941
1468,1817,0.131957,0.0218107,0.0294181,0.0563833
1469,1818,0.131885,0.0217858,0.029453,0.0563794
1470,1819,0.131813,0.0217605,0.0294479,0.0563555
1471,1820,0.13173,0.0217358,0.0293792,0.0562852
1472,1821,0.131669,0.0217208,0.0293629,0.056248
1473,1822,0.131647,0.0217063,0.0293412,0.0562154
1474,1823,0.131566,0.0216938,0.029279,0.0561569
1475,1824,0.131465,0.0217077,0.0292582,0.0561182
1476,1825,0.131391,0.0216978,0.0293022,0.056122
1477,1826,0.131282,0.0216605,0.0292933,0.0560939
1478,1827,0.131194,0.0216428,0.02926,0.0560338
1479,1828,0.131146,0.0216259,0.0292408,0.0560042
1480,1829,0.131106,0.0216141,0.0291929,0.0559626
1481,1830,0.131055,0.0216257,0.0291542,0.0559601
1482,1831,0.131207,0.0216489,0.0291852,0.0559989
1483,1832,0.131232,0.0216424,0.0292154,0.0559874
1484,1833,0.131231,0.021618,0.0292048,0.0559737
1485,1834,0.131148,0.0215931,0.0292078,0.0559658
1486,1835,0.131019,0.0215657,0.0291794,0.055952
1487,1836,0.130974,0.0215492,0.0290832,0.0559254
1488,1837,0.130958,0.0215395,0.0290202,0.0558905
1489,1838,0.130822,0.0215103,0.0290213,0.0558685
1490,1839,0.130704,0.0214794,0.0289889,0.055811
1491,1840,0.130571,0.0214499,0.0289192,0.0557026
1492,1841,0.130303,0.0214117,0.0288764,0.0556025
1493,1842,0.13002,0.0213846,0.0288507,0.0554936
1494,1843,0.129799,0.0213576,0.02883,0.0553518
1495,1844,0.129682,0.0213503,0.0287766,0.055238
1496,1845,0.129505,0.0213321,0.0287378,0.0551342
1497,1846,0.129291,0.0213094,0.0287072,0.055038
1498,1847,0.12909,0.0212786,0.0285843,0.0549287
1499,1848,0.128875,0.0212433,0.0285041,0.0548052
1500,1849,0.12872,0.0212197,0.0285197,0.0546655
1501,1850,0.128504,0.021174,0.0284859,0.0545402
1502,1851,0.128248,0.0211441,0.0284237,0.0544352
1503,1852,0.128046,0.0211209,0.0283822,0.0543188
1504,1853,0.127862,0.021113,0.0283284,0.0542072
1505,1854,0.127631,0.0210896,0.0282413,0.0541038
1506,1855,0.127385,0.0210692,0.0281639,0.0540008
1507,1856,0.127211,0.0210443,0.0281438,0.0538876
1508,1857,0.127052,0.0210008,0.0281163,0.0537911
1509,1858,0.126827,0.0209718,0.0280414,0.0537058
1510,1859,0.126649,0.0209697,0.0279806,0.0536028
1511,1860,0.126582,0.0209749,0.0279538,0.0535138
