,Wavelength (nm),GE 200 W Clear,GE Wattmiser 52 W frosted,Spot 60 W,GE Reveal 3 Way
507,856,0.369147,0.047024,0.0416084,0.0899127
508,857,0.369295,0.0470575,0.041674,0.0893935
509,858,0.369537,0.047095,0.0417439,0.0887551
510,859,0.369892,0.0471892,0.0418283,0.0880173
511,860,0.370112,0.047247,0.0419027,0.0871938
512,861,0.3703,0.0472956,0.0419628,0.0863181
513,862,0.370478,0.0473423,0.0420241,0.0854345
514,863,0.370574,0.0473728,0.0421116,0.0845895
515,864,0.370695,0.0474274,0.0421815,0.0837793
516,865,0.370903,0.0474899,0.04226,0.0830605
517,866,0.371168,0.0475337,0.0423618,0.0824686
518,867,0.371394,0.0475899,0.0424358,0.0819818
519,868,0.371639,0.0476463,0.0425056,0.0815881
520,869,0.371897,0.0476989,0.0425856,0.0812829
521,870,0.372051,0.0477513,0.0426774,0.0810629
522,871,0.372186,0.047805,0.0427634,0.0808493
523,872,0.372303,0.0478546,0.0428405,0.0805523
524,873,0.372395,0.0478931,0.0429119,0.0800748
525,874,0.372605,0.0479255,0.0429972,0.0793239
526,875,0.372764,0.0479631,0.0430751,0.078293
527,876,0.372834,0.048011,0.0431413,0.0770529
528,877,0.373015,0.0480741,0.0432302,0.0757731
529,878,0.373111,0.0481097,0.043318,0.0746866
530,879,0.373202,0.048137,0.0433962,0.0739506
531,880,0.373397,0.0481851,0.0434641,0.0736735
532,881,0.373473,0.0482259,0.0435377,0.0739369
533,882,0.373626,0.048278,0.0436182,0.0746382
534,883,0.37388,0.0483387,0.0437053,0.0756565
535,884,0.373995,0.0483732,0.0437998,0.0768925
536,885,0.374116,0.0484101,0.0438744,0.0782006
537,886,0.374256,0.048458,0.043941,0.0795044
538,887,0.374365,0.048508,0.044027,0.0807664
539,888,0.374393,0.0485133,0.0441215,0.0819502
540,889,0.374471,0.0485464,0.0442009,0.0830546
541,890,0.374622,0.0486162,0.0442628,0.0840883
542,891,0.374735,0.0486593,0.0443673,0.0850576
543,892,0.374822,0.0487025,0.0444623,0.0859675
544,893,0.374933,0.04875,0.0445363,0.0868245
545,894,0.375065,0.0487951,0.044603,0.0876297
546,895,0.375058,0.048818,0.0446859,0.0883962
547,896,0.375075,0.0488317,0.0447669,0.0891138
548,897,0.375164,0.0488582,0.0448348,0.0897845
549,898,0.375234,0.0489178,0.0449235,0.090454
550,899,0.375294,0.0489448,0.0450183,0.0910989
551,900,0.375359,0.0489726,0.045102,0.0917139
552,901,0.375463,0.04903,0.0451653,0.0923282
553,902,0.375523,0.0490552,0.0452498,0.092915
554,903,0.375546,0.0490741,0.0453433,0.0935014
555,904,0.375563,0.0491043,0.0454228,0.0940982
556,905,0.375654,0.0491589,0.0454922,0.0946505
557,906,0.375643,0.0491758,0.045574,0.0951927
558,907,0.375759,0.0492103,0.0456622,0.0957242
559,908,0.376015,0.04928,0.0457208,0.096201
560,909,0.375958,0.0493051,0.0458178,0.0966646
561,910,0.375859,0.0493336,0.0459226,0.0970949
562,911,0.375844,0.0493576,0.045995,0.0974715
563,912,0.375944,0.0493589,0.046064,0.0978453
564,913,0.375859,0.0493649,0.0461428,0.0981873
565,914,0.375845,0.049404,0.0462263,0.0984875
566,915,0.376019,0.0494666,0.0462876,0.098747
567,916,0.376287,0.0494998,0.0463687,0.0990489
568,917,0.376386,0.0495602,0.0464525,0.0993395
569,918,0.376366,0.0496064,0.0465184,0.0995612
570,919,0.376343,0.0496065,0.0466016,0.0998046
571,920,0.376392,0.0496396,0.0466922,0.100057
572,921,0.376416,0.0496653,0.0467752,0.100304
573,922,0.376361,0.0496741,0.0468363,0.100543
574,923,0.376238,0.0496799,0.0469158,0.100817
575,924,0.376331,0.0497108,0.0469947,0.101077
576,925,0.376408,0.0497508,0.0470551,0.101288
577,926,0.376343,0.0497848,0.0471307,0.101509
578,927,0.376285,0.0498069,0.0472245,0.101757
579,928,0.376423,0.0498436,0.0473242,0.102009
580,929,0.376546,0.0498857,0.0474032,0.102207
581,930,0.376463,0.0499147,0.047454,0.102392
582,931,0.376638,0.0499182,0.0475223,0.102584
583,932,0.376696,0.0499377,0.0476344,0.102788
584,933,0.376633,0.0499639,0.0477131,0.102957
585,934,0.376706,0.0499514,0.0477695,0.103095
586,935,0.376689,0.0499794,0.0478243,0.103221
587,936,0.376643,0.0499987,0.0479047,0.103363
588,937,0.376601,0.0499876,0.0479839,0.103475
589,938,0.376532,0.0500166,0.0480568,0.103568
590,939,0.376509,0.0500585,0.0481187,0.103654
591,940,0.376524,0.0500956,0.048153,0.103725
592,941,0.376532,0.0501164,0.0482178,0.103837
593,942,0.376458,0.0501274,0.0483107,0.103971
594,943,0.376388,0.0501335,0.0483898,0.104061
595,944,0.37639,0.0501526,0.048443,0.104157
596,945,0.376435,0.0501995,0.0485093,0.104253
597,946,0.376329,0.0502456,0.0486014,0.104348
598,947,0.376321,0.0502665,0.0486575,0.104442
599,948,0.376418,0.0502687,0.0486903,0.104513
600,949,0.376215,0.0503005,0.0487331,0.104591
601,950,0.376155,0.0503222,0.048818,0.104705
602,951,0.376134,0.0503294,0.0489055,0.104736
603,952,0.37602,0.0503311,0.0489825,0.10479
604,953,0.376021,0.0503399,0.0490415,0.104895
605,954,0.375854,0.0503849,0.049085,0.104964
606,955,0.375616,0.0504016,0.0491535,0.105034
607,956,0.375543,0.0503267,0.0492119,0.105096
608,957,0.375454,0.0503342,0.0492311,0.105149
609,958,0.37548,0.0504026,0.0493004,0.105231
610,959,0.375518,0.0504785,0.0493603,0.105324
611,960,0.375309,0.0504984,0.049415,0.105403
612,961,0.375246,0.0504867,0.0495182,0.105435
613,962,0.375103,0.0504604,0.049538,0.105477
614,963,0.374837,0.0504442,0.0495828,0.105555
615,964,0.374773,0.0504667,0.0497075,0.105652
616,965,0.374683,0.0504714,0.0496972,0.105667
617,966,0.374588,0.0504744,0.0497389,0.105721
618,967,0.374507,0.0504923,0.0498218,0.105807
619,968,0.3743,0.0504972,0.0498528,0.105863
620,969,0.374243,0.0504735,0.0499199,0.105922
621,970,0.374218,0.0504685,0.0500011,0.10598
622,971,0.37401,0.0505138,0.0500735,0.10604
623,972,0.373723,0.0504796,0.0501341,0.106124
624,973,0.373721,0.05052,0.0501378,0.106163
625,974,0.373849,0.0505847,0.0501611,0.106205
626,975,0.373696,0.0505361,0.0502672,0.106303
627,976,0.373302,0.0505059,0.0503027,0.106367
628,977,0.37299,0.0504752,0.0503647,0.106375
629,978,0.372891,0.0504611,0.0504476,0.106393
630,979,0.372916,0.0505114,0.0504708,0.106534
631,980,0.372916,0.0505904,0.050548,0.106575
632,981,0.372883,0.050609,0.0506108,0.106592
633,982,0.372759,0.0505675,0.0506248,0.106652
634,983,0.372395,0.0505733,0.0506851,0.106703
635,984,0.372208,0.0505476,0.0507114,0.106733
636,985,0.372062,0.0505007,0.0507194,0.106771
637,986,0.371847,0.0504677,0.0507552,0.106846
638,987,0.371705,0.0504961,0.0508315,0.106891
639,988,0.371514,0.0505261,0.0508979,0.106928
640,989,0.371563,0.0505702,0.0509173,0.106972
641,990,0.371841,0.0506186,0.0508788,0.107024
642,991,0.371582,0.0505869,0.0509963,0.107054
643,992,0.371277,0.05053,0.0511141,0.10706
644,993,0.370886,0.0505318,0.0511172,0.107067
645,994,0.370423,0.0506143,0.0511694,0.107168
646,995,0.370277,0.0506104,0.051214,0.1073
647,996,0.370331,0.0505562,0.0512264,0.107366
648,997,0.370403,0.0505407,0.0512101,0.107308
649,998,0.370295,0.0505899,0.0512414,0.107315
650,999,0.369875,0.0504668,0.0512908,0.107355
651,1000,0.369462,0.0504561,0.0513422,0.107411
652,1001,0.369838,0.0504178,0.0513349,0.107321
653,1002,0.369578,0.0504331,0.0513397,0.107425
654,1003,0.36897,0.0505175,0.0513519,0.107488
655,1004,0.36875,0.0505151,0.0513482,0.107522
656,1005,0.36868,0.0504724,0.0513877,0.107543
657,1006,0.368441,0.0504763,0.0514343,0.107572
658,1007,0.368247,0.0504167,0.051476,0.107524
659,1008,0.368027,0.0504399,0.0516898,0.107495
660,1009,0.367557,0.0505908,0.051919,0.107525
661,1010,0.367371,0.0506397,0.0519055,0.107529
662,1011,0.367651,0.0507221,0.0519733,0.107607
663,1012,0.367457,0.0507097,0.0519049,0.107701
664,1013,0.367063,0.0505676,0.0516835,0.107737
665,1014,0.3667,0.0504546,0.0516573,0.107802
666,1015,0.366247,0.0504418,0.0517876,0.107903
667,1016,0.365751,0.050391,0.0518047,0.107944
668,1017,0.365558,0.050422,0.0518313,0.107947
669,1018,0.365779,0.0506109,0.0518676,0.107997
670,1019,0.365651,0.0506372,0.0518674,0.108035
671,1020,0.365543,0.0505837,0.051913,0.108088
672,1021,0.365238,0.050587,0.0519194,0.108186
673,1022,0.364661,0.0505705,0.0519677,0.108219
674,1023,0.364319,0.0505679,0.0519994,0.108254
675,1024,0.363867,0.0505964,0.0519378,0.108264
676,1025,0.363668,0.0506185,0.0519614,0.108235
677,1026,0.363881,0.0506561,0.052012,0.108292
678,1027,0.363743,0.0506397,0.052037,0.108375
679,1028,0.363571,0.0505881,0.0520484,0.108525
680,1029,0.363336,0.0505662,0.0520699,0.108602
681,1030,0.363011,0.0505402,0.0521221,0.108698
682,1031,0.362408,0.0504514,0.0521396,0.108774
683,1032,0.362096,0.0504661,0.0521361,0.108797
684,1033,0.361898,0.0505734,0.052175,0.108843
685,1034,0.361631,0.050587,0.052274,0.108924
686,1035,0.361419,0.0505977,0.0521936,0.108966
687,1036,0.36117,0.0506023,0.0522434,0.108988
688,1037,0.360915,0.0505834,0.0522617,0.108992
689,1038,0.360627,0.0505394,0.0521656,0.109008
690,1039,0.360296,0.050454,0.0521644,0.109082
691,1040,0.360041,0.0504367,0.0521794,0.109143
692,1041,0.359826,0.0504225,0.0522091,0.109225
693,1042,0.359523,0.0504039,0.0522342,0.109282
694,1043,0.359165,0.0504629,0.0522961,0.109308
695,1044,0.358927,0.0504751,0.0523333,0.109388
696,1045,0.358708,0.0504618,0.0523457,0.109483
697,1046,0.358461,0.0503894,0.0523528,0.109578
698,1047,0.358186,0.0503678,0.0523734,0.109737
699,1048,0.358025,0.0503559,0.0524052,0.109841
700,1049,0.357747,0.0503435,0.0524506,0.109905
701,1050,0.357268,0.0503238,0.0524401,0.109987
702,1051,0.35705,0.0503451,0.0524829,0.110051
703,1052,0.357068,0.0504428,0.0524415,0.110075
704,1053,0.356803,0.0504156,0.0523089,0.110157
705,1054,0.356439,0.0503305,0.0523255,0.110225
706,1055,0.356159,0.0502862,0.0523565,0.110302
707,1056,0.355658,0.0501488,0.0524336,0.110417
708,1057,0.355393,0.050096,0.052473,0.110487
709,1058,0.355477,0.0501471,0.0525672,0.110541
710,1059,0.355298,0.0501538,0.0526013,0.110565
711,1060,0.355026,0.0501902,0.0525804,0.110537
712,1061,0.354717,0.0501458,0.052591,0.110541
713,1062,0.354474,0.050129,0.0526249,0.11055
714,1063,0.354126,0.0501032,0.05262,0.110536
715,1064,0.353869,0.0500827,0.0525958,0.110545
716,1065,0.353741,0.0500532,0.0525339,0.110501
717,1066,0.353512,0.0500312,0.0525486,0.110455
718,1067,0.35328,0.0500236,0.0525819,0.110414
719,1068,0.352965,0.0499972,0.0526401,0.110376
720,1069,0.352527,0.0499669,0.052815,0.110365
721,1070,0.352292,0.0499352,0.0528375,0.110326
722,1071,0.352137,0.0498801,0.0527846,0.110265
723,1072,0.351869,0.0498473,0.0527664,0.110207
724,1073,0.351672,0.0498348,0.052675,0.110155
725,1074,0.351437,0.0498049,0.0526475,0.110073
726,1075,0.351035,0.0497904,0.0526786,0.109962
727,1076,0.350724,0.0497471,0.0526849,0.109877
728,1077,0.350579,0.0496867,0.052674,0.109767
729,1078,0.350444,0.0496423,0.0526922,0.109691
730,1079,0.350231,0.0496153,0.0527432,0.109674
731,1080,0.349985,0.0496103,0.0527719,0.109625
732,1081,0.349757,0.0495779,0.0527991,0.109568
733,1082,0.349535,0.0495501,0.0528552,0.109516
734,1083,0.349274,0.0495166,0.0528597,0.109469
735,1084,0.348966,0.0494573,0.0528086,0.109415
736,1085,0.348703,0.0494151,0.0528125,0.109337
737,1086,0.348413,0.0493863,0.0528274,0.109245
738,1087,0.348146,0.0493529,0.052831,0.109182
739,1088,0.347977,0.0493196,0.0528601,0.109092
740,1089,0.347726,0.0492795,0.0528634,0.10904
741,1090,0.347312,0.0492255,0.0528113,0.10902
742,1091,0.346972,0.0491835,0.0528069,0.108992
743,1092,0.346622,0.0491365,0.0528196,0.108958
744,1093,0.346307,0.0490997,0.0528347,0.108937
745,1094,0.345973,0.0490767,0.0528804,0.108942
746,1095,0.345792,0.0490446,0.0529136,0.108934
747,1096,0.3455,0.0489968,0.0529436,0.108924
748,1097,0.345139,0.0489244,0.0529694,0.108927
749,1098,0.344849,0.0488828,0.0529941,0.108881
750,1099,0.344584,0.0488443,0.0530359,0.108786
751,1100,0.344302,0.0488098,0.0530219,0.108756
752,1101,0.344118,0.0488015,0.0529691,0.10875
753,1102,0.343809,0.0487749,0.052951,0.108707
754,1103,0.343413,0.0487383,0.0528954,0.108679
755,1104,0.343069,0.0487002,0.0528922,0.108663
756,1105,0.342656,0.0486533,0.0529511,0.108626
757,1106,0.34234,0.048622,0.0529799,0.108583
758,1107,0.34215,0.0485994,0.0530404,0.108581
759,1108,0.341886,0.0485764,0.0530413,0.108555
760,1109,0.341564,0.0485411,0.0529843,0.108443
761,1110,0.341274,0.0485073,0.0529599,0.108409
762,1111,0.340986,0.0484915,0.0528707,0.108453
763,1112,0.340669,0.048483,0.0528715,0.108463
764,1113,0.340398,0.0484587,0.0528758,0.10843
765,1114,0.340137,0.048442,0.0529321,0.108398
766,1115,0.33987,0.0484284,0.0529565,0.108374
767,1116,0.339564,0.0483963,0.0529947,0.10829
768,1117,0.339275,0.048364,0.0529993,0.108253
769,1118,0.339009,0.0483452,0.0529689,0.108262
770,1119,0.338719,0.0483238,0.0529826,0.108257
771,1120,0.338441,0.0482842,0.0530275,0.108245
772,1121,0.338106,0.0482593,0.0530209,0.108236
773,1122,0.337733,0.0482604,0.0530008,0.108269
774,1123,0.337382,0.0482427,0.0529964,0.108255
775,1124,0.336986,0.0482164,0.0529502,0.10819
776,1125,0.336587,0.0481769,0.0529268,0.108155
777,1126,0.33628,0.0481482,0.052946,0.108119
778,1127,0.335908,0.0481244,0.0529398,0.108064
779,1128,0.335478,0.0480962,0.0529352,0.108046
780,1129,0.335111,0.0480769,0.0529783,0.108033
781,1130,0.334783,0.0480763,0.0529557,0.107985
782,1131,0.334499,0.0480755,0.0529241,0.107902
783,1132,0.334098,0.0480492,0.0528992,0.107867
784,1133,0.333628,0.0480047,0.0527989,0.107841
785,1134,0.333293,0.0479958,0.0527985,0.107807
786,1135,0.332941,0.0479949,0.0529032,0.107786
787,1136,0.332563,0.0479661,0.0529034,0.107778
788,1137,0.332349,0.0479454,0.0528917,0.10779
789,1138,0.332008,0.0479347,0.0528718,0.107746
790,1139,0.331404,0.047895,0.0527573,0.107673
791,1140,0.331027,0.0478674,0.0527289,0.107636
792,1141,0.330797,0.0478778,0.052765,0.10757
793,1142,0.330563,0.0478654,0.0527879,0.107524
794,1143,0.330203,0.047824,0.0527863,0.107545
795,1144,0.329828,0.0477955,0.0528046,0.107553
796,1145,0.329409,0.0477751,0.0527437,0.107507
797,1146,0.328959,0.0477719,0.052673,0.107448
798,1147,0.328621,0.0477655,0.052671,0.107395
799,1148,0.328406,0.0477416,0.0527064,0.107321
800,1149,0.32809,0.0477211,0.052694,0.10727
801,1150,0.32762,0.0476887,0.0527203,0.107234
802,1151,0.327251,0.0476567,0.0527081,0.107178
803,1152,0.326915,0.0476293,0.0526289,0.107114
804,1153,0.326508,0.047595,0.0525922,0.107051
805,1154,0.326106,0.0475451,0.0525739,0.106969
806,1155,0.325694,0.0475008,0.0525512,0.106908
807,1156,0.325171,0.0474543,0.0525445,0.106861
808,1157,0.324726,0.0474097,0.0525172,0.106805
809,1158,0.324353,0.0473687,0.0524812,0.106742
810,1159,0.323987,0.0473307,0.0524284,0.106715
811,1160,0.323675,0.047298,0.0524349,0.106643
812,1161,0.323244,0.0472591,0.0524566,0.106567
813,1162,0.322825,0.0472207,0.0524355,0.10652
814,1163,0.322446,0.0471779,0.0524439,0.106442
815,1164,0.321961,0.0471339,0.0524211,0.106382
816,1165,0.32149,0.047093,0.0523729,0.106341
817,1166,0.321133,0.0470498,0.0523591,0.106275
818,1167,0.320696,0.0470187,0.0524083,0.106193
819,1168,0.320221,0.0470056,0.052378,0.10613
820,1169,0.319802,0.0469666,0.0523103,0.106058
821,1170,0.319364,0.0469246,0.0522677,0.105996
822,1171,0.318884,0.0468701,0.0521852,0.10597
823,1172,0.318443,0.0468285,0.0521609,0.105904
824,1173,0.318037,0.0467924,0.052198,0.105801
825,1174,0.317641,0.0467565,0.0521759,0.105725
826,1175,0.317268,0.0467293,0.0521304,0.105648
827,1176,0.316856,0.0466725,0.0521255,0.105575
828,1177,0.316429,0.0465889,0.0520759,0.105476
829,1178,0.316048,0.0465397,0.0520222,0.105418
830,1179,0.315658,0.0464987,0.0520377,0.105413
831,1180,0.315252,0.0464537,0.0520206,0.10536
832,1181,0.314854,0.0464194,0.0519587,0.105271
833,1182,0.314471,0.0463642,0.051961,0.105216
834,1183,0.31409,0.0462773,0.0519424,0.105148
835,1184,0.313741,0.0462287,0.0518888,0.105007
836,1185,0.313459,0.0462282,0.0518626,0.104933
837,1186,0.31315,0.0461855,0.0518896,0.104935
838,1187,0.312696,0.0461074,0.0518406,0.104875
839,1188,0.312283,0.0460732,0.0517458,0.10479
840,1189,0.311928,0.0460536,0.0517002,0.104724
841,1190,0.31147,0.045993,0.0516217,0.104644
842,1191,0.311061,0.0459361,0.0515873,0.104578
843,1192,0.310736,0.0458871,0.0516144,0.104532
844,1193,0.310392,0.0458434,0.051613,0.104487
845,1194,0.310013,0.0457973,0.0515863,0.104409
846,1195,0.309655,0.0457459,0.0515887,0.104336
847,1196,0.30932,0.0457095,0.0515534,0.10427
848,1197,0.308967,0.0456376,0.0515142,0.104189
849,1198,0.30862,0.0455857,0.0515384,0.104098
850,1199,0.308289,0.0455548,0.0515363,0.104025
851,1200,0.307955,0.0455267,0.0515001,0.103978
852,1201,0.307563,0.0454835,0.0514846,0.103928
853,1202,0.307154,0.0454249,0.0514312,0.103879
854,1203,0.306863,0.0453763,0.051359,0.10383
855,1204,0.306586,0.0453274,0.0513152,0.103787
856,1205,0.306202,0.0452863,0.0512945,0.103742
857,1206,0.305785,0.0452503,0.05127,0.103678
858,1207,0.305456,0.045187,0.0512682,0.103626
859,1208,0.305153,0.0451167,0.0512516,0.103567
860,1209,0.304766,0.0450682,0.0512352,0.103484
861,1210,0.304423,0.0450216,0.0511989,0.103365
862,1211,0.304158,0.0449636,0.0511573,0.103318
863,1212,0.303835,0.0449151,0.0511158,0.103295
864,1213,0.303471,0.0448937,0.0511102,0.103216
865,1214,0.303144,0.0448393,0.0511106,0.103146
866,1215,0.302831,0.0447504,0.0511006,0.103096
867,1216,0.302476,0.0447069,0.0510793,0.103023
868,1217,0.302071,0.0446761,0.0510326,0.10295
869,1218,0.30174,0.0446286,0.0509989,0.102898
870,1219,0.301386,0.0445824,0.0509988,0.102867
871,1220,0.300946,0.0445289,0.0509955,0.10281
872,1221,0.30052,0.0444501,0.0509319,0.102728
873,1222,0.300203,0.0443873,0.0508721,0.10267
874,1223,0.29993,0.04435,0.0508397,0.102613
875,1224,0.299554,0.0443048,0.050799,0.10253
876,1225,0.299121,0.0442521,0.0507585,0.102453
877,1226,0.298744,0.0442019,0.0507575,0.102397
878,1227,0.298433,0.0441687,0.0507489,0.10233
879,1228,0.298081,0.0441317,0.0507228,0.102231
880,1229,0.29768,0.0440703,0.0507064,0.102178
881,1230,0.297326,0.0440051,0.0506873,0.102131
882,1231,0.296978,0.0439427,0.0506243,0.102085
883,1232,0.296616,0.0438962,0.0505898,0.102035
884,1233,0.296302,0.0438655,0.0506054,0.101963
885,1234,0.295966,0.0438226,0.0505926,0.101873
886,1235,0.295617,0.0437816,0.0505794,0.101812
887,1236,0.295196,0.0437404,0.0505311,0.101789
888,1237,0.294842,0.0437006,0.0504493,0.101719
889,1238,0.294533,0.0436384,0.0504257,0.101634
890,1239,0.294156,0.0435802,0.0504058,0.101579
891,1240,0.293762,0.0435556,0.0503714,0.101503
892,1241,0.293366,0.0435145,0.050332,0.101418
893,1242,0.292948,0.0434516,0.0502942,0.101358
894,1243,0.292598,0.0434311,0.0502849,0.101311
895,1244,0.292265,0.0434038,0.0502555,0.101254
896,1245,0.291912,0.0433301,0.0502204,0.101198
897,1246,0.291561,0.0432797,0.0502047,0.101134
898,1247,0.291218,0.0432478,0.0501908,0.101068
899,1248,0.290876,0.0432024,0.0501652,0.100987
900,1249,0.290495,0.0431771,0.0501475,0.100908
901,1250,0.290135,0.0431515,0.050149,0.100872
902,1251,0.289811,0.0431114,0.0501182,0.100849
903,1252,0.289456,0.0430853,0.0500537,0.100789
904,1253,0.289127,0.0430623,0.0500178,0.100743
905,1254,0.288816,0.0430109,0.0499936,0.100688
906,1255,0.288464,0.0429592,0.0499648,0.10061
907,1256,0.288062,0.0429335,0.0499686,0.100551
908,1257,0.287661,0.0429039,0.0499527,0.100466
909,1258,0.287301,0.042862,0.0499011,0.100376
910,1259,0.286948,0.0428398,0.0498633,0.100321
911,1260,0.286625,0.042821,0.0498322,0.10027
912,1261,0.286306,0.0427823,0.0498196,0.100222
913,1262,0.286003,0.0427516,0.0498231,0.100164
914,1263,0.285665,0.0427277,0.0497896,0.100071
915,1264,0.285251,0.0426982,0.0497245,0.099996
916,1265,0.28484,0.0426566,0.0496812,0.0999198
917,1266,0.284498,0.0425971,0.0496502,0.0998602
918,1267,0.284162,0.0425503,0.0496147,0.0997858
919,1268,0.283803,0.0425352,0.0495825,0.0997067
920,1269,0.2835,0.0425149,0.0495515,0.0996246
921,1270,0.283153,0.0424725,0.0495506,0.0995467
922,1271,0.282707,0.0424381,0.0495327,0.0994706
923,1272,0.282325,0.0424194,0.0494858,0.0993975
924,1273,0.281991,0.0423875,0.0494654,0.0993204
925,1274,0.281613,0.0423428,0.0494262,0.0992433
926,1275,0.281218,0.0422968,0.0493566,0.0991775
927,1276,0.280846,0.0422667,0.0493362,0.0991293
928,1277,0.280477,0.0422481,0.0493346,0.0990658
929,1278,0.280073,0.0422132,0.0492911,0.0989863
930,1279,0.279656,0.0421833,0.0492612,0.0989229
931,1280,0.279297,0.0421572,0.0492915,0.0988511
932,1281,0.278921,0.0421106,0.0492787,0.0987758
933,1282,0.278541,0.0420662,0.0492302,0.0987041
934,1283,0.278163,0.0420263,0.0492003,0.0986081
935,1284,0.277865,0.0419961,0.0491436,0.0985258
936,1285,0.277512,0.0419605,0.049102,0.0984719
937,1286,0.277123,0.0419204,0.0490898,0.0984146
938,1287,0.276778,0.0418893,0.049078,0.0983437
939,1288,0.276431,0.0418712,0.0490481,0.0982782
940,1289,0.276068,0.0418368,0.0489983,0.0982119
941,1290,0.275716,0.0418054,0.0489274,0.0981407
942,1291,0.275339,0.0417914,0.0488814,0.0980704
943,1292,0.27494,0.0417524,0.0488288,0.0979857
944,1293,0.274619,0.0417106,0.0487716,0.0979039
945,1294,0.274309,0.0416823,0.0487559,0.0978323
946,1295,0.273923,0.0416398,0.0487614,0.0977413
947,1296,0.273495,0.0415973,0.048755,0.097671
948,1297,0.273102,0.0415628,0.0487513,0.0976303
949,1298,0.272761,0.0415234,0.0487305,0.0975696
950,1299,0.272411,0.0414757,0.0486774,0.0975078
951,1300,0.272087,0.0414352,0.0486188,0.097455
952,1301,0.271713,0.0414055,0.0485698,0.0973629
953,1302,0.271318,0.0413697,0.0485305,0.0972738
954,1303,0.270961,0.0413346,0.048477,0.0972067
955,1304,0.270607,0.0413017,0.04843,0.0971412
956,1305,0.270275,0.0412579,0.0484159,0.0970885
957,1306,0.269962,0.0412257,0.0484145,0.0970203
958,1307,0.269618,0.041189,0.0483886,0.0969306
959,1308,0.269214,0.0411464,0.0483616,0.0968396
960,1309,0.268866,0.0411073,0.0483218,0.0967568
961,1310,0.268564,0.0410742,0.0482601,0.0967024
962,1311,0.268239,0.0410397,0.0482193,0.096646
963,1312,0.267808,0.0409825,0.0481748,0.0965801
964,1313,0.267441,0.0409244,0.0481367,0.0965206
965,1314,0.267121,0.0408685,0.0481098,0.0964735
966,1315,0.266717,0.040817,0.0480847,0.0964125
967,1316,0.266338,0.0407765,0.0480326,0.0963281
968,1317,0.266012,0.040747,0.0480192,0.0962379
969,1318,0.26564,0.0407238,0.0480371,0.0961789
970,1319,0.26521,0.0406692,0.0480216,0.0961126
971,1320,0.264833,0.0406146,0.0479862,0.096019
972,1321,0.264483,0.0405817,0.047927,0.0959417
973,1322,0.264082,0.0405401,0.0478698,0.0958986
974,1323,0.263692,0.0404891,0.0478353,0.0958475
975,1324,0.263371,0.0404333,0.0478059,0.0957821
976,1325,0.263049,0.0403823,0.04781,0.0957335
977,1326,0.262689,0.0403364,0.04779,0.0956678
978,1327,0.262369,0.0402902,0.047701,0.095546
979,1328,0.26207,0.0402408,0.0476284,0.0954299
980,1329,0.261711,0.0401885,0.0476088,0.0953572
981,1330,0.261307,0.0401381,0.0475859,0.095289
982,1331,0.260928,0.0400882,0.04755,0.0952139
983,1332,0.260607,0.0400469,0.0475446,0.0951475
984,1333,0.260257,0.0400073,0.0475238,0.0950872
985,1334,0.259896,0.03996,0.0474669,0.0950023
986,1335,0.259588,0.0399024,0.0474222,0.0948964
987,1336,0.259276,0.0398527,0.0473845,0.094823
988,1337,0.258892,0.0398028,0.0473532,0.0947536
989,1338,0.258571,0.0397537,0.0473195,0.0946807
990,1339,0.25832,0.0397058,0.0473011,0.0946178
991,1340,0.258059,0.0396631,0.0472955,0.0945677
992,1341,0.257755,0.0396165,0.0473051,0.0945392
993,1342,0.257437,0.0395687,0.0472895,0.0944962
994,1343,0.257178,0.0395308,0.047268,0.0944585
995,1344,0.256969,0.0394966,0.0472692,0.0944477
996,1345,0.256789,0.0394761,0.0472621,0.0944396
997,1346,0.256677,0.0394587,0.0472714,0.0944521
998,1347,0.256572,0.0394157,0.0472927,0.0944805
999,1348,0.256467,0.0393706,0.047299,0.0945171
1000,1349,0.256395,0.0393302,0.0472924,0.0945648
1001,1350,0.256322,0.0392821,0.0472893,0.0945949
1002,1351,0.256281,0.039242,0.0473194,0.0946575
1003,1352,0.256305,0.0392237,0.0473682,0.0947637
1004,1353,0.256348,0.0392044,0.0474251,0.0948513
1005,1354,0.256347,0.0391716,0.0474783,0.0949455
1006,1355,0.25637,0.039145,0.0475181,0.0950638
1007,1356,0.256375,0.0391165,0.047537,0.0951573
1008,1357,0.256276,0.0390797,0.0475386,0.0952297
1009,1358,0.256189,0.0390465,0.047562,0.0953213
1010,1359,0.256108,0.0390089,0.0476,0.0953908
1011,1360,0.255924,0.0389617,0.0476233,0.0954105
1012,1361,0.255681,0.0389194,0.0476289,0.0954209
1013,1362,0.255429,0.0388669,0.0476282,0.0954028
1014,1363,0.255087,0.0388095,0.0476011,0.095331
1015,1364,0.254641,0.0387613,0.0475559,0.0952211
1016,1365,0.254163,0.038699,0.0474869,0.095068
1017,1366,0.253628,0.0386104,0.0474357,0.0949199
1018,1367,0.253067,0.038534,0.0473934,0.0947403
1019,1368,0.252396,0.0384589,0.047321,0.0945486
1020,1369,0.251777,0.0383833,0.047236,0.0943438
1021,1370,0.251158,0.0383064,0.0471526,0.0941572
1022,1371,0.250564,0.0382397,0.0470733,0.093962
1023,1372,0.250028,0.0381718,0.0469867,0.0937787
1024,1373,0.249623,0.0381063,0.0469308,0.0936712
1025,1374,0.2493,0.0380603,0.0468974,0.0935916
